PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(21, 117)",2,"(0, 1)","[(21, 117), (10, 139)]"
"(10, 139)",2,"(0, 5)","[(21, 117), (126, 123)]"
"(153, 144)",2,"(0, 7)","[(21, 117), (246, 112)]"
"(144, 140)",2,"(1, 2)","[(10, 139), (153, 144)]"
"(172, 130)",2,"(2, 3)","[(153, 144), (144, 140)]"
"(126, 123)",2,"(2, 7)","[(153, 144), (246, 112)]"
"(177, 122)",2,"(4, 7)","[(172, 130), (246, 112)]"
"(246, 112)",2,"(6, 7)","[(177, 122), (246, 112)]"
,3,"(0, 1, 2)","[(21, 117), (10, 139), (153, 144)]"
,3,"(0, 1, 3)","[(21, 117), (10, 139), (144, 140)]"
,3,"(0, 1, 5)","[(21, 117), (10, 139), (126, 123)]"
,3,"(0, 5, 7)","[(21, 117), (126, 123), (246, 112)]"
,3,"(0, 6, 7)","[(21, 117), (177, 122), (246, 112)]"
,3,"(1, 2, 3)","[(10, 139), (153, 144), (144, 140)]"
,3,"(2, 3, 4)","[(153, 144), (144, 140), (172, 130)]"
,3,"(2, 3, 7)","[(153, 144), (144, 140), (246, 112)]"
,3,"(2, 4, 7)","[(153, 144), (172, 130), (246, 112)]"
,3,"(4, 6, 7)","[(172, 130), (177, 122), (246, 112)]"
,3,"(5, 6, 7)","[(126, 123), (177, 122), (246, 112)]"
,4,"(0, 1, 2, 3)","[(21, 117), (10, 139), (153, 144), (144, 140)]"
,4,"(0, 1, 3, 5)","[(21, 117), (10, 139), (144, 140), (126, 123)]"
,4,"(0, 1, 5, 6)","[(21, 117), (10, 139), (126, 123), (177, 122)]"
,4,"(0, 1, 5, 7)","[(21, 117), (10, 139), (126, 123), (246, 112)]"
,4,"(0, 5, 6, 7)","[(21, 117), (126, 123), (177, 122), (246, 112)]"
